STATE,COUNTY,TRACT,BLOCK_GROUP,NAME,GEOID,GEOIDbg,total_pop,total_occupied,total_occupied_renter,total_occupied_owner,total_vacant,seasonal_vacancy,total_dwellings,income_median,moveinyear_all_trimean,moveinyear_owner_trimean,moveinyear_renter_trimean,moveinyear_pct_new_all,moveinyear_pct_new_owner,moveinyear_pct_new_total_owner,moveinyear_pct_new_renter,moveinyear_pct_new_total_renter,rent_lower_quartile,rent_median,rent_upper_quartile,rent_trimean,rentpctincome_median,seasonal_vacancy_pct,gent_index_log,gent_index_pct
36,021,001300,1,Block Group 1; Census Tract 13; Columbia County; New York,36021001300,360210013001,131.0,5.0,100.0,-95.0,43.0,0.0,48.0,-6790.0,4.0,4.0,2.0,-0.04973266757986833,0.0,0.0,-0.09037557316034489,-0.04973266757986833,516.0,513.0,762.5,576.125,0.2841984148742578,0.0,-1.645522668667776,2.400285282308299
36,021,001300,2,Block Group 2; Census Tract 13; Columbia County; New York,36021001300,360210013002,152.6388888496,43.99999999299999,19.233333328300006,24.766666664699997,133.0031152652,61.0031152652,177.00311525819998,-11216.5,6.0,5.0,7.0,-0.043975155279454496,0.0,0.0,-0.059602649006622516,-0.043975155279454496,312.75,262.5,59.25,224.25,0.1837842876780874,0.10252049621152565,-2.0510241837131344,0.6888266474909948
36,021,001300,3,Block Group 3; Census Tract 13; Columbia County; New York,36021001300,360210013003,-83.6388888496,1.0000000070000112,0.7666666716999941,0.2333333353000029,-50.003115265199995,-18.0031152652,-49.003115258199955,91831.0,10.0,13.0,7.0,0.04965666715902701,0.1350129198985105,0.05920890596383729,-0.017742730407121474,-0.009552238804810277,347.5,456.0,740.5,500.0,0.07261654437549592,-0.06429612487917767,19.53061031602179,2.2329382127533446
36,021,001300,4,Block Group 4; Census Tract 13; Columbia County; New York,36021001300,360210013004,-70.0,-12.0,-30.0,18.0,3.0,-64.0,-9.0,24682.0,12.0,22.0,4.0,-0.061224489795918366,-0.11904761904761904,-0.061224489795918366,0.0,0.0,-328.75,219.0,188.5,74.4375,0.2790108776613584,-0.1858033204727571,17.624621663719612,1.439057829240404
36,021,001300,5,Block Group 5; Census Tract 13; Columbia County; New York,36021001300,360210013005,-217.0,-158.0,-149.0,-9.0,-39.0,-16.0,-197.0,18238.0,1.0,2.0,5.0,-0.162534435261708,0.0,0.0,-0.20921985815602837,-0.162534435261708,428.5,876.5,1150.75,833.0625,-0.09551475118027222,-0.020150289961610716,21.187430951654814,0.9728680142901048
36,021,001400,1,Block Group 1; Census Tract 14; Columbia County; New York,36021001400,360210014001,-256.0,27.0,173.0,-146.0,8.0,0.0,35.0,42.0,9.0,1.0,5.0,-0.02936630602782071,0.0,0.0,-0.2345679012345679,-0.02936630602782071,138.0,51.0,-514.0,-68.5,0.3402480163931578,-0.004023821020441021,0.04219331813061844,1.7725241035751402
36,021,001400,2,Block Group 2; Census Tract 14; Columbia County; New York,36021001400,360210014002,285.0,96.0,0.0,96.0,-116.0,-44.0,-20.0,4753.0,3.0,7.0,-1.0,-0.03192455867977689,-0.0954861111111111,-0.05744350526134208,0.09604519774011298,0.025518946581565175,434.0,530.0,680.0,543.5,0.24081514510436725,-0.06251803269459474,15.286745459657002,2.053915299498735
36,021,001400,3,Block Group 3; Census Tract 14; Columbia County; New York,36021001400,360210014003,38.0,-28.0,1.0,-29.0,124.0,67.0,96.0,-1282.0,14.0,18.0,4.0,0.0027507013196817025,0.00417332906939559,0.0027507013196817025,0.0,0.0,389.5,478.0,75.25,355.1875,0.13585644193965635,0.13208444495998145,0.9969787758630106,1.4777249011135276
36,021,001500,1,Block Group 1; Census Tract 15; Columbia County; New York,36021001500,360210015001,-107.0,-36.0,-20.0,-16.0,-1.0,11.0,-37.0,34190.0,1.0,2.0,-21.0,0.014065940650418681,0.01449109341886706,0.014065940650418681,0.0,0.0,152.5,181.5,188.25,175.9375,-0.29927574877298013,0.051868046778032084,14.464831937695383,0.2119832713329699
36,021,001500,2,Block Group 2; Census Tract 15; Columbia County; New York,36021001500,360210015002,256.0,70.0,40.0,30.0,-35.0,-12.0,35.0,6110.5,8.0,6.0,14.0,-0.044629204892966366,-0.05555555555555555,-0.05045871559633028,0.0,0.0058295107033639135,761.5,258.0,516.0,448.375,-0.09378723244058079,-0.054241116495053476,21.62093716351418,0.4748717782108487
